Garanti Tipi,Kamera Çözünürlüğü,Dahili Hafıza,Ekran Boyutu,Mobil Bağlantı Hızı,RAM Kapasitesi,Pil Gücü (mAh),Cep Telefonu Modeli,Ön Kamera Çözünürlüğü,Ön Kamera Çözünürlük Aralığı,Arka Kamera Sayısı,Kablosuz Şarj,İşletim Sistemi,Garanti Süresi,Ekran Boyut Aralığı,Yüz Tanıma,Görüntü Teknolojisi,Ekran Teknolojisi,Ekran Cinsi,Ön Kamera Sayısı,Dokunmatik Ekran,Ekran Çözünürlüğü,Çift Hat,Batarya Kapasitesi Aralığı,Ana Kamera Çözünürlük Aralığı,Şarj Hızı,Kulaklık Girişi,Parmak İzi Okuyucu,Ekran Yenileme Hızı,Radio,Şarj Girişi,NFC,Görüntülü Konuşma,Video Kayıt Çözünürlüğü,Suya/Toza Dayanıklılık,Renk,Yapay Zeka,Menşei,İşlemci Markası,Bluetooth,Ana Kamera Flaş,Arttırılabilir Hafıza (Hafıza Kartı Desteği),GPS,CPU Aralık,Kozmetik Durum,Uyumlu Marka,Materyal,Ön Kamera Flaş,Tamir Edilebilirlik,Kapasite,Çözünürlük,Bellek Kapasitesi,Bağlantılar,İşlemci Çekirdek Sayısı,İşlemci Tipi,Ram (Sistem Belleği),Görüntüleme Teknolojisi,HDMI,Hızlı Şarj,Sim Kart Uyumu,CE Uygunluk Sembolu,SSD Kapasitesi,Ekran Kartı,Kullanım Amacı,Cihaz Ağırlığı,Şarjlı Kullanım Süresi,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,Hard Disk Kapasitesi,Panel Tipi,Ram (Sistem Belleği) Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Optik Sürücü Tipi,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Bakım Talimatları (Genel),Ekran Yenilenme Hızı,Tepki Süresi,Curved (Kavisli),Kontrast,Sync Teknolojisi,DVI-I,DVI-D,D-Sub (VGA),HDCP,Mini DisplayPort,DisplayPort,Dahili Hoparlör,Vesa Uyumluluğu,3D Desteği,Type-C,HDMI Giriş Sayısı,Çeşit,Bağlantı Tipi,Uzunluk,Priz Tipi,Frekans,Voltaj,Görüntü Kalitesi,Smart TV,Dahili Uydu Alıcı,Çözünürlük (Piksel),HDR,Wi-Fi Özelliği,Kurulum Gerekli mi?,Model Yılı,Kasa Çapı,Kasa Renk,Kordon Renk,Adımsayar,Nabız Sensörü,Titreşim,Uyku Takibi,Sesli Görüşme,Aktif Gürültü Önleme (ANC),Mikrofon,Dış Materyal,Bağlama Şekli,Taban Materyali,Saya Materyali,Topuk Boyu,İç Taban Materyali,Astar Materyali,Topuk Tipi,Desen,Kumaş Tipi,Ek Özellik,Sürdürülebilirlik Detayı,Ortam,Ürün Türü
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiaomi Uyumlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tecno Spark Go 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çok Renkli,,CN,,,,,,,,Tecno Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,256 GB,"6,67 inç",4G,8 GB,5000,Oppo Reno 10x Zoom,32 MP,20 - 40 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,10-20 W,USB Type-C,Var,120 Hz,,USB Type-C,Yok,,1080p (Full HD),Var,Gri,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,256 GB,"6,67 inç",4G,8 GB,5000,Oppo Reno 10x Zoom,32 MP,20 - 40 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,10-20 W,USB Type-C,Var,120 Hz,,USB Type-C,Yok,,1080p (Full HD),Var,Gri,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Oppo Reno 7 4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oppo Uyumlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,128 GB,6 - 8 inç,4G,4 GB,4000 - 5000,,8 MP,5 - 10 MP,3,Var,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,,AMOLED,1,Var,FHD+,Var,4500-5000 mAh,5 - 10 MP,10-20 W,USB Type-C,Var,60 Hz,,USB Type-C,Var,,,Yok,Siyah,,TR,,,Var,Var,,,,,,,Yetkili Servis ile Tamiri Gerekir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İthalatçı Garantili,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Beyaz,,CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro USB,1 m,C / F,50 Hz / 60 Hz,220 - 240 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samsung TR Garantili,50 MP,128 GB,"6,7 inç",4G,4 GB,5000,,5 -10 MP,5 - 10 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,LCD,HD+,PLS,1,Var,HD+,Var,4500-5000 mAh,40 - 60 MP,20-40 W,USB Type-C,Var,60 Hz,,USB Type-C,Yok,,1080p (Full HD),Yok,Siyah,Yok,CN,,,Var,Var,,,,,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,5 - 10 MP,,10.9 inç,,,,,,,,,Android,2 Yıl,,,,,,,,,,,,,,,,,,,,,,Çok Renkli,,TR,,Var,,,,,,,,,,128 GB,2304 x 1440,16 GB ve üstü,Lightning,2,Exynos,6 GB,LCD,Yok,Yok,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İthalatçı Garantili,,,,,,2800 ve üstü,,,,,,,4 Ay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,1 Yıl,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Micro USB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVK Garantili,,512 GB,"6,7 inç",,16 GB,4500,,32 MP,15 - 20 MP,4,,Android,2 Yıl,,Var,AMOLED,,AMOLED,1,Var,,Var,4500-5000 mAh,10 - 15 MP,100-120 W,,Var,120 Hz,,,Var,,,Var,Gri,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İthalatçı Garantili,,,,,,,,,,,,,4 Ay,,,,,,,,,,,,,,,,,,,,,,Beyaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Type C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Xiaomi Mi 13 Ultra,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,Xiaomi Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Türkiye Garantili,50 MP,256 GB,"6,67 inç",5G,12 GB,5000,,20 MP,20 - 40 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD,AMOLED,1,Var,FHD+,Var,5000-6000 mAh,40 - 60 MP,100-120 W,3.5 mm,Var,144 Hz,,USB Type-C,Var,,1080p (Full HD),Var,Siyah,Yok,UA,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genpa Garantili,108 MP + 8 MP + 2 MP,256 GB,"6,7 inç",4.5G,8 GB,5000,Huawei P10 Plus,,5 - 10 MP,2,Yok,Android,2 Yıl,6.5'' - 7'',Var,,,IPS LCD,1,Var,FHD+,Var,4500-5000 mAh,100 -120 MP,10-20 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,1080p (Full HD),Var,Siyah,Var,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTE Uyumlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,Belirtilmemiş,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gri,,TR,,,,,,,,,Suni Deri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suni Deri,Bağcıklı,EVA,Suni Deri,Kısa Topuklu (1- 4 cm),Suni Deri,Suni Deri,Düz Topuklu,Düz,Dokuma,Ek Özellik Mevcut Değil,Hayır,Casual/Günlük,
Huawei Türkiye Garantili,20 MP ve üstü,256 GB,"6,6 inç",4G,12 GB,4000 - 5000,,13 MP,10 - 15 MP,3,Var,Android,2 Yıl,6.5'' - 7'',Var,,,LCD,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,60-80 W,USB Type-C,Var,60 Hz,,USB Type-C,Var,,,Var,Siyah,Yok,,,,Var,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realme Türkiye Garantili,108 MP + 5 MP + 12 MP + 2 MP,128 GB,6 inç ve üstü,4.5G,6 GB,5000,Xiaomi Mi 12 Lite,10 - 20 MP,5 - 10 MP,2,Yok,Android,2 Yıl,6'' - 6.5'',Yok,,FHD+,,1,Var,FHD+,Var,4500-5000 mAh,100 -120 MP,10-20 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,,Var,Çok Renkli,Var,,,,Var,Var,,,,,,,Yetkili Servis ile Tamiri Gerekir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Vivo Y70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiaomi Uyumlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVK Garantili,,512 GB,"6,7 inç",,16 GB,4500,,32 MP,15 - 20 MP,4,,Android,2 Yıl,,Var,AMOLED,,AMOLED,1,Var,,Var,4500-5000 mAh,10 - 15 MP,100-120 W,,Var,120 Hz,,,Var,,,Var,Gri,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,512 GB,"6,8 inç",5G,12 GB,4780,Xiaomi Mi Mix,32 MP,20 - 40 MP,2,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,60-80 W,USB Type-C,Var,120 Hz,,USB Type-C,Var,,4320p (Ultra HD) 8K,Yok,Siyah,Var,,,,Var,Yok,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genpa Garantili,108 MP + 8 MP + 2 MP,256 GB,"6,7 inç",4.5G,8 GB,5000,Huawei P10 Plus,,5 - 10 MP,2,Yok,Android,2 Yıl,6.5'' - 7'',Var,,,IPS LCD,1,Var,FHD+,Var,4500-5000 mAh,100 -120 MP,10-20 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,1080p (Full HD),Var,Siyah,Var,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realme Türkiye Garantili,108 MP + 5 MP + 12 MP + 2 MP,128 GB,6 inç ve üstü,4.5G,6 GB,5000,Xiaomi Mi 12 Lite,10 - 20 MP,5 - 10 MP,2,Yok,Android,2 Yıl,6'' - 6.5'',Yok,,FHD+,,1,Var,FHD+,Var,4500-5000 mAh,100 -120 MP,10-20 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,,Var,Çok Renkli,Var,,,,Var,Var,,,,,,,Yetkili Servis ile Tamiri Gerekir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Huawei P60 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,Huawei Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei Türkiye Garantili,,,"14,2 inç",,,,,,,,,Windows,2 Yıl,,,,,,,Yok,,,,,,,Yok,Belirtilmemiş,,,,,,Yok,Gri,,TR,,,,,,,,,,,,,1920 x 1280,,Bluetooth,Belirtilmemiş,Intel Core Ultra 5,16 GB,,,Yok,,,512 GB,Dahili Ekran Kartı,Ev - Okul,2 - 4 kg,3 Saat ve Altı,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,HDD Yok,IPS,Birleşik Bellek,2,4.7,Yok,Q Türkçe,Dahili,Full HD (FHD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huawei Türkiye Garantili,12 MP + 12 MP + 8 MP,128 GB,"6,71 inç",5G,8 GB,5020,Xiaomi Redmi Note 14,5 - 8 MP,5 - 10 MP,2,Yok,Android,2 Yıl,6.5'' - 7'',Yok,LCD,,LCD,2,Var,FHD+,Yok,4500-5000 mAh,10 - 15 MP,10-20 W,USB Type-C,Yok,60 Hz,,USB Type-C,Yok,,,Var,Siyah,Yok,,,,Var,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İthalatçı Garantili,,,,,,,,,,,,,2 Yıl,,,,,,,,,,,,,,,,,,,,,,Yeşil,,TR,,,,,,,,,,,,,,,,,,,,,,,Ürün görselinde bulunmuyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Type C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Xiaomi Redmi Note 11 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeşil,,CN,,,,,,,,Xiaomi Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nemli bir bezle silin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xiaomi Türkiye Garantili,64 MP + 8 MP + 2 MP + 2 MP,512 GB,"6,67 inç",4G,12 GB,5000,,1 MP ve altı,60 - 80 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Yok,,,LCD,1,Var,FHD+,Var,5000-6000 mAh,60 - 80 MP,10-20 W,3.5 mm,Var,60 Hz,,USB Type-C,Var,,,Var,Mor,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP +12 MP +10 MP,256 GB,6 - 8 inç,4.5G,8 GB,5160,Xiaomi Redmi Note 14,13 MP,10 - 15 MP,2,Yok,Android,2 Yıl,6'' - 6.5'',Var,3LCD,FHD+,LCD,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,10-20 W,USB Type-C,Var,120 Hz,,USB Type-C,Yok,,1080p (Full HD),Yok,Siyah,Yok,TR,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Xiaomi Redmi Note 13 Pro 4G,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siyah,,CN,,,,,,,,Xiaomi Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
İthalatçı Garantili,,,,,,,,,,,,,2 Yıl,,,,,,,,,,,,,,,,,,,,,,Yeşil,,TR,,,,,,,,,,,,,,,,,,,,,,,Ürün görselinde bulunmuyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USB Type C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,256 GB,"6,53 inç",4.5G,8 GB,5000,,32 MP,40 - 60 MP,2,Yok,Android,2 Yıl,6.5'' - 7'',Var,LCD,HD+,IPS LCD,1,Var,HD+,Var,5000-6000 mAh,40 - 60 MP,40-60 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,1080p (Full HD),Yok,Siyah,Yok,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVK Garantili,108 MP + 8 MP + 2 MP,256 GB,"6,71 inç",4.5G,8 GB,5000 ve üstü,,32 MP,20 - 40 MP,3,Var,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,5000-6000 mAh,100 -120 MP,40-60 W,USB Type-C,Var,120 Hz,,USB Type-C,Var,,1080p (Full HD),Var,Siyah,Yok,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,20 MP ve üstü,128 GB,6 inç ve üstü,4G,6 GB,2400 - 3000,,5 - 8 MP,5 - 10 MP,2,Yok,Android,2 Yıl,,Yok,LCD,,LCD,1,Var,HD+,Yok,2000-3000 mAh,20 - 40 MP,10-20 W,3.5 mm,Yok,60 Hz,,USB Type-C,Yok,,,Yok,Siyah,Yok,,,,Var,Yok,,,,,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Üretici Garantili,,512 GB,"7,9 inç",5G,12 GB,5000 ve üstü,,20 - 40 MP,20 - 40 MP,3,Var,Android,2 Yıl,7'' Üstü,,AMOLED,QHD+,AMOLED,2,Var,QHD+,,5000-6000 mAh,40 - 60 MP,60-80 W,USB Type-C,,120 Hz,,USB Type-C,Var,,,,Siyah,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVK Garantili,108 MP + 12 MP + 5 MP + 5 MP,256 GB,"6,7 inç",4G,8 GB,5000,,40 - 60 MP,40 - 60 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,5000-6000 mAh,100 -120 MP,40-60 W,USB Type-C,Var,120 Hz,,USB Type-C,Var,,2160p (Ultra HD) 4K,Var,Altın,Yok,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,108 MP + 10 MP + 12 MP + 10 MP,256 GB,"6,7 inç",4.5G,16 GB,5000,Belirtilmemiş,10 - 20 MP,20 - 40 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,,,LCD,1,Var,FHD+,Var,5000-6000 mAh,100 -120 MP,10-20 W,USB Type-C,Var,60 Hz,,USB Type-C,Var,,,Var,Siyah,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Infinix GT 20 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çok Renkli,,TR,,,,,,,,Infinix Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nemli bir bezle silin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Infinix Hot 40 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çok Renkli,,TR,,,,,,,,Infinix Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nemli bir bezle silin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVK Garantili,108 MP + 12 MP + 5 MP + 5 MP,256 GB,"6,7 inç",4G,8 GB,5000,,40 - 60 MP,40 - 60 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Var,AMOLED,FHD+,AMOLED,1,Var,FHD+,Var,5000-6000 mAh,100 -120 MP,40-60 W,USB Type-C,Var,120 Hz,,USB Type-C,Var,,2160p (Ultra HD) 4K,Var,Altın,Yok,,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Üretici Garantili,50 MP + 5 MP + 2 MP,512 GB,"6,7 inç",5G,12 GB,5000,,5 - 8 MP,100 -120 MP,3,Yok,Android,2 Yıl,6.5'' - 7'',Yok,LCD,,LCD,1,Var,FHD+,Var,4500-5000 mAh,40 - 60 MP,10-20 W,USB Type-C,Var,60 Hz,,USB Type-C,Var,,,Yok,Siyah,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,5 MP ve altı,128 GB,"4 - 4,5 inç",4.5G,6 GB,1500 ve altı,,5 MP,10 - 15 MP,2,Yok,Android,2 Yıl,6'' - 6.5'',Yok,,,LCD,1,Var,,Yok,6000-7000 mAh,10 - 15 MP,10-20 W,3.5 mm,Yok,60 Hz,,USB Type-C,Yok,,,Yok,Siyah,Yok,,,,Yok,Yok,,,,,,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Üretici Garantili,50 MP + 5 MP + 2 MP,128 GB,"6,5 inç",4G,8 GB,5000,,10 - 20 MP,5 - 10 MP,2,Yok,Android,2 Yıl,4.5'' - 5'',Var,,,LCD,1,Var,FHD+,Var,4500-5000 mAh,120 MP ve üstü,10-20 W,USB Type-C,Var,60 Hz,,USB Type-C,Var,,,Yok,Beyaz,Yok,,,,Var,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,50 MP,256 GB,"4,5 - 5 inç",5G,8 GB,6000,,32 MP,20 - 40 MP,2,Yok,Android,2 Yıl,4.5'' - 5'',Var,LCD,FHD,LCD,1,Var,HD+,Var,6000-7000 mAh,20 - 40 MP,20-40 W,3.5 mm,Var,90 Hz,,USB Type-C,Var,,1080p (Full HD),Var,Siyah,Var,TR,,,Var,Var,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Realme 12 Pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Çok Renkli,,TR,,,,,,,,Realme Uyumlu,Silikon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gıda ile temas için uygun değildir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,5 - 10 MP,,"10,1 inç",,,,,,,,,Android,2 Yıl,,,,,,,,,,,,,,,,,,,,,,Mavi,,,,Var,,,,,,,,,,128 GB,1920 x 1080,4 - 16 GB,USB-C,4,Qualcomm,4 GB,IPS,Yok,Yok,Yok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Resmi Distribütör Garantili,,,,,,,,,,,,,2 Yıl,,,,,,,,,,,,,,,,,,,,,,Siyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gamepad
